Date,Open,High,Low,Close,Volume
3/16/2006,48.715099,48.803501,47.472401,47.738602,23487
3/17/2006,44.858898,47.916401,44.858898,46.390099,81589
3/20/2006,46.495998,46.5854,45.254299,45.444698,18681
3/21/2006,46.137501,46.137501,44.367298,44.548901,74209
3/22/2006,44.367298,46.6651,44.189499,45.7421,91356
3/23/2006,46.939999,47.7299,45.738201,46.4076,25587
3/24/2006,48.3507,50.400799,44.898701,49.686699,105313
3/27/2006,49.335899,50.015099,46.331799,48.511101,61035
3/28/2006,45.973301,49.247501,45.9636,47.947498,52224
3/29/2006,47.827099,49.690601,47.472401,47.916401,121462
3/30/2006,47.916401,48.359501,46.700001,47.104198,20245
3/31/2006,46.851601,49.513699,46.146198,47.494801,42137
4/3/2006,46.5854,47.560799,46.495998,47.246101,45308
4/4/2006,47.441299,49.690601,46.495998,49.2164,121935
4/5/2006,49.247501,49.513699,47.472401,48.288601,81290
4/7/2006,46.154999,48.670399,46.141399,46.469799,76504
4/10/2006,46.5854,47.916401,46.150101,47.401501,96564
4/12/2006,46.141399,48.9813,46.141399,47.441299,83174
4/13/2006,46.372601,47.3792,44.189499,45.985901,64843
4/17/2006,46.053001,47.0284,44.277901,44.685902,56526
4/18/2006,44.499401,46.141399,44.499401,45.852798,43198
4/19/2006,49.335899,49.335899,45.254299,45.3116,94094
4/20/2006,45.431099,46.5854,44.721901,45.072601,37465
4/21/2006,45.298,46.319199,44.410999,45.6488,93785
4/24/2006,45.431099,46.137501,44.544102,45.560398,45534
4/25/2006,44.810299,45.254299,44.367298,44.6549,28706
4/26/2006,45.608898,45.608898,44.0117,44.295399,56104
4/27/2006,44.850101,44.850101,43.3908,43.492802,41036
4/28/2006,43.479198,43.657001,42.148201,42.569801,47788
5/2/2006,43.479198,44.367298,42.592201,42.973999,26122
5/3/2006,44.34,44.628601,43.479198,44.407101,45256
5/4/2006,44.367298,47.916401,44.0117,46.820499,92406
5/5/2006,46.673801,47.818298,46.673801,46.7981,77050
5/8/2006,45.6264,46.939999,44.544102,45.418499,63052
5/9/2006,44.996799,45.431099,44.8326,45.254299,31969
5/10/2006,46.447399,46.447399,44.744202,44.9123,5702
5/11/2006,44.810299,45.254299,44.300201,44.331299,53171
5/12/2006,45.254299,45.254299,43.5686,44.1982,24136
5/15/2006,44.277901,44.277901,41.212502,42.955601,73427
5/16/2006,44.357498,44.367298,40.000999,42.015099,55291
5/17/2006,42.592201,43.523899,42.592201,43.421902,154480
5/18/2006,43.479198,43.479198,39.7523,40.3158,305327
5/19/2006,39.7523,39.925201,36.9133,39.060501,362265
5/22/2006,36.558701,39.042999,36.558701,38.6437,125970
5/23/2006,35.679401,41.6157,35.679401,39.051701,86817
5/24/2006,38.154999,39.042999,36.558701,36.993,15480
5/25/2006,34.301701,45.4506,34.301701,45.0182,88536
5/26/2006,42.592201,42.592201,38.603802,39.517101,33080
5/29/2006,43.3908,43.3908,39.148899,42.073299,49826
5/30/2006,43.479198,43.479198,40.511101,42.614498,25309
5/31/2006,42.592201,42.592201,39.486,40.241001,94887
6/1/2006,38.687401,40.1875,37.711899,37.8139,16149
6/2/2006,37.5341,39.042999,34.614498,38.363899,33667
6/5/2006,39.7523,39.841599,37.001701,37.081402,3160
6/6/2006,36.9133,36.9133,33.736198,34.530998,5043
6/7/2006,35.138199,36.380901,27.6852,30.8836,67292
6/8/2006,30.5242,30.6136,24.7122,26.482401,176568
6/9/2006,25.7372,31.633699,25.7323,30.031601,60993
6/12/2006,28.9356,28.9356,26.6203,27.2052,28418
6/13/2006,26.6203,29.6371,24.845301,26.624201,67941
6/14/2006,26.531,28.5674,24.845301,25.711,16056
6/15/2006,26.797199,27.862,25.9189,27.4452,29807
6/16/2006,28.838499,30.6136,26.6203,28.580999,24548
6/19/2006,30.1695,34.299702,27.951401,34.015999,201424
6/20/2006,35.049801,39.486,32.840401,35.4044,289209
6/21/2006,35.2276,36.380901,34.517399,35.165401,35787
6/22/2006,35.493801,36.203098,33.364101,34.77,15675
6/23/2006,33.243599,33.9403,32.6092,32.9599,19093
6/26/2006,36.9133,36.9133,32.565498,32.9687,11888
6/27/2006,31.864,33.0532,29.734301,31.247999,38494
6/28/2006,30.178301,32.476101,29.459299,31.491899,9912
6/29/2006,32.476101,35.8484,32.476101,35.009998,343615
6/30/2006,36.797699,37.267899,35.4491,36.576099,611992
7/3/2006,36.824902,36.824902,35.493801,35.537498,17765
7/4/2006,36.7355,36.824902,35.493801,35.493801,9541
7/5/2006,35.493801,37.179501,35.493801,36.7267,19144
7/6/2006,36.2924,36.380901,35.7775,35.852299,1575
7/7/2006,35.936901,35.936901,33.8256,35.143101,15377
7/10/2006,35.493801,35.493801,33.8606,33.887798,7328
7/11/2006,34.002399,34.162701,32.831699,33.248501,44803
7/12/2006,33.2747,34.073299,32.121399,32.613998,22510
7/13/2006,33.7187,34.517399,32.964802,33.452499,31938
7/14/2006,34.4202,34.695202,33.2747,33.931499,52862
7/17/2006,31.8552,33.2747,31.597799,32.4547,553325
7/18/2006,34.073299,34.073299,32.413898,33.230999,329844
7/19/2006,33.452499,33.452499,31.9534,32.219601,12752
7/20/2006,32.033001,33.0532,31.9436,32.3741,6515
7/21/2006,32.565498,32.565498,30.568899,31.0527,17672
7/24/2006,30.3561,30.968201,30.3561,30.906,2439
7/25/2006,32.271999,34.0695,32.206001,33.061901,44000
7/26/2006,33.0979,33.364101,32.126301,32.764599,18012
7/27/2006,32.831699,33.7187,32.831699,33.435001,41705
7/28/2006,31.3316,35.049801,31.3316,34.774799,63237
7/31/2006,34.605801,36.380901,34.605801,35.653099,68352
8/1/2006,35.670601,35.670601,34.605801,35.1469,8038
8/2/2006,35.400501,35.493801,34.517399,34.707802,13710
8/3/2006,34.716499,34.716499,33.909199,33.914001,10467
8/4/2006,34.251099,34.605801,33.9403,34.206501,5496
8/7/2006,34.565899,34.605801,33.807098,33.962601,11888
8/8/2006,34.3396,34.3396,32.831699,33.656601,17765
8/9/2006,34.118,34.118,33.674,33.8382,4313
8/10/2006,34.508598,34.508598,33.630299,33.705101,14667
8/11/2006,34.588299,34.588299,33.7187,34.2463,16952
8/14/2006,33.7547,34.605801,33.7547,34.3619,3849
8/16/2006,37.179501,37.179501,33.8965,34.730099,17261
8/17/2006,35.4044,35.4044,34.073299,34.291,1822
8/18/2006,34.3396,34.393002,33.319401,33.319401,5157
8/21/2006,33.319401,34.335701,33.319401,34.0695,6814
8/22/2006,33.8965,34.109299,33.2747,33.554501,6814
8/23/2006,33.386501,35.4044,33.386501,35.049801,31691
8/24/2006,34.695202,35.049801,34.628101,34.907902,5928
8/25/2006,34.894299,34.916698,34.872002,34.907902,2625
8/28/2006,34.614498,35.049801,34.605801,34.942902,10272
8/29/2006,34.614498,34.9925,34.605801,34.605801,25793
8/30/2006,34.624199,34.872002,34.605801,34.605801,183608
8/31/2006,34.605801,34.916698,34.605801,34.645599,14759
9/1/2006,34.614498,34.872002,34.614498,34.778702,5970
9/4/2006,34.605801,34.703899,34.605801,34.6194,5146
9/5/2006,34.614498,34.632999,34.605801,34.614498,76957
9/6/2006,34.695202,34.695202,34.605801,34.6106,9479
9/7/2006,34.614498,34.8195,34.614498,34.716499,14307
9/8/2006,34.6194,34.778702,34.605801,34.614498,19587
9/11/2006,34.7127,35.8484,34.614498,35.041,10982
9/12/2006,35.316002,35.316002,34.605801,34.614498,12372
9/13/2006,34.614498,35.049801,34.614498,34.823399,3932
9/14/2006,34.951698,35.049801,34.716499,34.9254,19412
9/15/2006,34.614498,34.792301,34.614498,34.721401,8821
9/18/2006,35.493801,35.493801,34.7127,34.837002,10807
9/19/2006,34.837002,34.837002,34.429001,34.601898,120011
9/20/2006,34.605801,34.8545,34.605801,34.605801,122079
9/21/2006,34.7836,34.7836,34.605801,34.605801,10910
9/22/2006,34.695202,34.868099,34.605801,34.868099,21511
9/25/2006,34.605801,35.049801,34.605801,34.624199,26637
9/26/2006,36.203098,36.203098,34.605801,34.6106,13617
9/27/2006,34.632999,35.138199,34.344398,34.605801,171432
9/28/2006,34.605801,34.961399,34.605801,34.605801,12402
9/29/2006,34.605801,35.049801,34.605801,34.605801,85006
10/3/2006,34.6553,35.049801,34.6106,34.6106,6124
10/4/2006,35.316002,35.316002,34.605801,34.605801,4148
10/5/2006,34.6106,35.493801,34.6106,35.4491,41057
10/6/2006,35.493801,35.493801,35.049801,35.151798,4199
10/9/2006,34.605801,35.932999,34.605801,34.8545,8368
10/10/2006,34.792301,35.222698,34.614498,34.703899,6927
10/11/2006,34.695202,35.044899,34.605801,34.605801,16396
10/12/2006,34.628101,34.7612,34.605801,34.624199,3654
10/13/2006,35.129501,35.1343,34.605801,34.6194,9963
10/16/2006,34.632999,35.4044,34.605801,34.605801,8769
10/17/2006,35.4044,35.4044,34.605801,34.614498,16262
10/18/2006,34.872002,35.217899,34.605801,35.0275,67848
10/19/2006,35.4044,35.4044,34.605801,34.605801,6618
10/20/2006,34.6106,35.4841,34.6106,35.0984,2083233
10/23/2006,35.3111,35.3111,34.872002,34.872002,16087
10/26/2006,34.872002,35.0275,34.872002,34.872002,5558
10/27/2006,34.695202,35.036201,34.605801,34.605801,29838
10/30/2006,34.614498,35.041,34.605801,34.605801,9593
10/31/2006,34.9478,41.261101,34.605801,38.253101,353969
11/1/2006,39.3092,39.3092,38.154999,38.332802,83771
11/2/2006,38.944901,40.817101,38.6922,40.306999,188569
11/3/2006,41.705101,43.479198,40.821999,42.9468,521233
11/6/2006,43.302399,43.302399,41.869301,42.1394,76761
11/7/2006,42.503799,42.592201,37.880001,38.204498,175549
11/8/2006,38.2444,39.93,37.445702,38.190899,83277
11/9/2006,39.1227,39.1227,36.824902,37.219299,91511
11/10/2006,37.179501,38.0578,36.474098,37.511799,71523
11/13/2006,38.251099,39.834801,37.056099,37.687599,235153
11/14/2006,37.4156,37.886799,36.0457,36.405201,202186
11/15/2006,35.972801,36.142799,33.908199,35.365601,149272
11/16/2006,34.7826,36.133099,34.7826,35.8853,188888
11/17/2006,34.986599,36.822899,33.908199,35.851299,143797
11/20/2006,35.559898,36.244801,34.976898,35.744499,45709
11/21/2006,35.365601,35.948502,34.214199,34.452301,20770
11/22/2006,34.219101,34.394001,33.5341,34.0928,27965
11/23/2006,34.296799,37.600201,34.015099,36.317699,135830
11/24/2006,37.600201,37.600201,34.976898,35.317001,26050
11/27/2006,36.531399,36.531399,34.976898,35.355801,16921
11/28/2006,35.9436,35.9436,34.1171,35.0644,36281
11/29/2006,35.0984,35.0984,34.4911,34.933201,26081
11/30/2006,34.7826,34.7826,34.394001,34.403702,14162
12/1/2006,33.5196,34.4911,33.5196,33.6507,17147
12/4/2006,33.422401,34.389099,33.422401,34.049099,26668
12/5/2006,34.102501,34.102501,33.7187,33.8936,11486
12/6/2006,33.3349,34.4911,33.3349,34.049099,11116
12/7/2006,33.325199,34.199699,33.325199,33.6119,62722
12/8/2006,33.796501,33.796501,33.038601,33.407799,8738
12/11/2006,33.422401,33.713902,33.033798,33.5779,38669
12/12/2006,33.5196,33.995602,33.5196,33.6264,35880
12/13/2006,33.5196,33.616699,33.5196,33.6021,53439
12/14/2006,33.524399,34.3503,33.524399,34.019901,47562
12/15/2006,33.237801,33.985901,33.237801,33.723598,43568
12/18/2006,34.102501,34.248199,33.713902,34.015099,20173
12/19/2006,37.711899,37.891701,34.005299,34.044201,36302
12/20/2006,34.685501,34.685501,34.005299,34.495998,26400
12/21/2006,34.199699,35.8465,34.005299,35.360699,168900
12/22/2006,35.559898,35.851299,35.4627,35.705601,274645
12/26/2006,35.817299,35.817299,34.4911,35.181,184411
12/27/2006,34.102501,35.559898,34.102501,35.001202,172935
12/28/2006,35.181,35.559898,35.030399,35.4044,279555
12/29/2006,35.472401,35.919399,34.976898,35.574501,215895
1/2/2007,35.851299,35.948502,34.976898,35.0546,22129
1/3/2007,35.948502,36.142799,35.365601,35.9534,475369
1/4/2007,35.997101,36.133099,35.948502,35.982498,207569
1/5/2007,35.948502,37.2019,35.948502,37.080399,433808
1/8/2007,36.580002,37.114399,36.434299,36.769501,712128
1/9/2007,36.303101,36.9687,36.288601,36.905499,311307
1/10/2007,36.531399,36.920101,36.337101,36.589699,606208
1/11/2007,35.0741,36.521702,35.0741,36.434299,200827
1/12/2007,37.386501,37.386501,35.584202,35.792999,86169
1/15/2007,35.948502,36.822899,35.564701,36.453701,275252
1/16/2007,40.223499,40.223499,37.405899,38.124901,373052
1/17/2007,38.756401,38.858398,37.2164,37.371899,77770
1/18/2007,37.891701,39.149899,36.920101,38.353199,104119
1/19/2007,37.891701,38.5718,36.487701,37.444698,36106
1/22/2007,38.085999,38.377499,37.405899,37.9403,45513
1/23/2007,36.9687,38.275398,36.920101,38.158901,17785
1/24/2007,37.405899,37.920799,37.405899,37.750801,6917
1/25/2007,36.0942,37.6973,36.0942,36.686901,34593
1/29/2007,35.482201,38.377499,35.482201,37.114399,38123
1/31/2007,37.405899,37.405899,35.773602,36.1185,33564
2/1/2007,35.948502,36.3274,35.4627,36.006802,44525
2/2/2007,35.093498,36.628601,35.093498,36.0797,126464
2/5/2007,36.0797,36.230301,34.612598,35.861099,558224
2/6/2007,34.996399,36.0457,34.996399,35.938801,10056
2/7/2007,35.948502,37.2019,35.083801,35.739601,215257
2/8/2007,35.861099,36.822899,35.103199,35.623001,71451
2/9/2007,36.920101,42.749599,36.920101,42.020901,1771813
2/12/2007,42.147202,43.526798,39.2859,41.948002,746927
2/13/2007,41.758598,43.721199,40.3255,42.079201,381986
2/14/2007,41.957699,41.957699,40.097198,40.607201,163404
2/15/2007,41.195,41.778,40.621799,41.3116,180304
2/19/2007,41.000702,41.583698,40.029099,41.243599,357181
2/20/2007,40.330299,41.574001,40.330299,41.209599,142211
2/21/2007,41.680801,41.758598,40.617001,41.306801,312079
2/22/2007,41.4282,41.4865,40.034,40.995899,40666
2/23/2007,41.0979,42.652401,40.519798,40.840401,156796
2/26/2007,42.652401,42.652401,40.8064,41.452499,37238
2/27/2007,40.451801,41.5788,40.451801,41.394199,36127
2/28/2007,38.8633,40.8064,38.095699,39.179001,57072
3/1/2007,38.8633,39.830002,37.405899,38.503799,61076
3/2/2007,39.353901,40.388599,37.561298,40.286598,41396
3/5/2007,37.891701,38.8633,36.444,38.440601,199572
3/6/2007,37.405899,39.348999,37.405899,39.0284,103450
3/7/2007,38.9604,39.057598,35.224701,36.9249,36477
3/8/2007,36.439201,38.8633,36.439201,38.625198,26987
3/9/2007,38.766102,39.830002,37.1436,39.154701,94351
3/12/2007,39.348999,39.737701,36.929798,39.363602,63422
3/13/2007,39.815399,39.815399,38.6689,39.5191,26256
3/14/2007,40.029099,40.029099,38.6203,39.723099,47809
3/15/2007,39.125599,39.348999,38.1054,38.649502,23992
3/16/2007,38.2803,39.931999,38.2803,39.557899,32967
3/19/2007,38.377499,40.126301,38.377499,39.713402,16880
3/20/2007,39.154701,42.2589,39.067299,41.292198,92447
3/21/2007,41.292198,41.972301,39.820301,41.326199,49167
3/22/2007,40.5149,40.903599,40.029099,40.485802,13411
3/23/2007,40.344898,40.8064,39.834801,40.471199,27234
3/26/2007,40.320599,40.903599,39.548199,40.271999,42374
3/28/2007,40.126301,41.2048,40.029099,40.859901,207116
3/29/2007,40.320599,41.583698,40.126301,40.976398,62167
3/30/2007,40.8064,41.778,40.8064,41.2971,53624
4/2/2007,39.348999,41.3311,39.348999,40.9813,222658
4/3/2007,40.8064,41.292198,40.612099,41.185299,37969
4/4/2007,40.8307,40.8307,39.640499,40.0826,10581
4/5/2007,39.057598,39.931999,39.057598,39.606499,6978
4/9/2007,40.8064,40.8064,39.348999,40.029099,13318
4/10/2007,39.7425,40.709301,39.7425,40.378899,21336
4/11/2007,40.126301,40.801601,39.348999,40.306,134646
4/12/2007,40.383801,41.8703,40.383801,41.535099,146648
4/13/2007,41.248501,41.4865,40.34,40.782101,51823
4/16/2007,41.2971,41.4865,41.292198,41.2971,31238
4/17/2007,41.292198,41.778,41.292198,41.292198,37918
4/18/2007,42.0695,42.749599,41.292198,41.306801,37125
4/19/2007,41.195,41.3894,41.0299,41.292198,5383
4/20/2007,41.292198,41.729401,41.292198,41.374802,5527
4/23/2007,41.2971,41.651699,41.292198,41.292198,4848
4/24/2007,41.423401,41.452499,41.292198,41.301899,5486
4/25/2007,41.301899,41.340801,41.292198,41.2971,5681
4/26/2007,41.292198,41.598301,41.195,41.195,5126
4/27/2007,41.292198,41.4865,41.000702,41.000702,6340
4/30/2007,41.778,41.778,41.000702,41.000702,7143
5/3/2007,41.2873,43.711399,40.417801,42.399799,109214
5/4/2007,41.496201,43.721199,41.496201,41.773102,42385
5/7/2007,42.263802,42.263802,41.102699,41.5205,16746
5/8/2007,40.709301,42.516399,40.709301,41.3456,10334
5/9/2007,40.8064,40.8064,39.951401,40.7967,69464
5/10/2007,41.292198,42.846699,41.292198,41.525398,61158
5/11/2007,42.739899,44.7705,42.263802,43.759998,158000
5/14/2007,46.053001,46.1404,44.7024,45.173698,162097
5/15/2007,46.150101,50.133598,44.313801,48.855999,340846
5/16/2007,49.545799,49.545799,45.2174,45.678902,302548
5/17/2007,54.4086,54.4086,40.5149,42.249199,1640017
5/18/2007,39.6502,42.749599,39.6502,41.452499,204862
5/21/2007,43.138199,43.138199,39.830002,40.223499,151670
5/22/2007,40.126301,40.223499,37.998501,38.9361,495234
5/23/2007,37.459301,41.190201,37.459301,40.587799,345066
5/24/2007,40.223499,40.320599,38.183102,38.965302,231283
5/25/2007,39.5434,39.5434,36.0457,38.979801,508336
5/28/2007,36.444,40.3158,36.444,39.1936,124210
5/29/2007,39.6017,40.029099,38.5718,38.974998,109605
5/30/2007,38.9604,39.348999,36.920101,37.561298,133000
5/31/2007,37.561298,38.9604,36.434299,37.984001,79818
6/1/2007,39.834801,40.320599,38.149101,38.790401,180088
6/4/2007,39.640499,39.640499,37.502998,38.003399,104140
6/5/2007,36.531399,39.232399,36.531399,38.858398,105241
6/6/2007,39.737701,39.834801,38.202599,38.664101,63536
6/7/2007,38.6689,39.008999,38.085999,38.882702,97511
6/8/2007,38.085999,38.8438,37.464199,38.217201,31032
6/11/2007,37.313599,38.766102,37.313599,38.0326,739187
6/12/2007,38.474602,39.057598,36.142799,37.911098,130921
6/13/2007,37.410702,38.377499,36.5509,37.114399,169415
6/14/2007,37.308701,38.358002,37.162998,37.9645,170135
6/15/2007,37.886799,38.110298,37.337898,37.8382,229873
6/18/2007,37.502998,37.867401,36.482899,36.861801,65975
6/19/2007,37.260101,37.260101,36.681999,36.915199,44268
6/20/2007,36.920101,37.114399,35.948502,36.317699,305317
6/21/2007,36.434299,36.434299,35.948502,36.3274,148119
6/22/2007,36.0942,36.230301,35.365601,35.822201,232909
6/25/2007,35.7542,36.531399,35.283001,35.666801,75321
6/26/2007,35.948502,35.948502,34.495998,34.972099,221134
6/27/2007,35.4627,37.891701,35.0741,36.3274,603120
6/28/2007,36.434299,37.891701,36.337101,36.856899,256808
6/29/2007,36.337101,37.308701,36.337101,36.7743,25525
7/2/2007,36.929798,37.114399,36.531399,36.886101,42117
7/3/2007,36.920101,37.211601,36.337101,36.686901,37454
7/4/2007,36.920101,36.920101,35.851299,35.9534,40820
7/5/2007,36.2691,36.613998,35.0741,35.593899,60036
7/6/2007,35.4627,35.4627,34.976898,35.2295,62475
7/9/2007,35.948502,36.434299,35.317001,35.482201,68064
7/10/2007,35.938801,36.3274,35.4627,35.623001,120422
7/11/2007,34.4911,37.211601,34.4911,36.487701,175940
7/12/2007,36.915199,36.920101,35.948502,36.172001,140184
7/13/2007,37.211601,37.882,36.201099,36.453701,221042
7/16/2007,35.948502,36.920101,35.948502,36.463402,84151
7/17/2007,36.798599,37.396198,36.7258,37.0998,109749
7/18/2007,37.1096,37.1096,36.356602,36.458599,108843
7/19/2007,36.5509,37.882,36.546001,37.629299,86086
7/20/2007,37.629299,37.891701,37.405899,37.405899,57226
7/23/2007,37.162998,37.891701,37.162998,37.556499,23940
7/24/2007,37.6973,37.882,37.405899,37.488499,126227
7/25/2007,37.891701,37.891701,36.531399,36.973499,9871
7/26/2007,37.784801,37.784801,36.920101,36.963799,10241
7/27/2007,36.822899,36.822899,36.050499,36.575199,18434
7/30/2007,36.6675,36.6675,35.176102,35.593899,51226
7/31/2007,35.948502,36.7258,35.9048,36.0117,236810
8/1/2007,35.559898,36.920101,35.4967,36.240002,121071
8/2/2007,36.7258,37.211601,36.536301,36.7743,30106
8/3/2007,36.920101,36.920101,35.948502,36.074799,1471385
8/6/2007,36.337101,36.337101,35.365601,35.773602,9315
8/7/2007,36.453701,36.920101,35.948502,36.6189,40830
8/8/2007,36.7258,36.7743,35.948502,35.997101,11558
8/9/2007,36.7258,36.7258,35.948502,36.439201,34758
8/10/2007,36.434299,36.434299,35.4627,35.967899,26133
8/13/2007,36.628601,38.377499,36.628601,37.950001,92838
8/14/2007,37.891701,37.891701,36.9347,37.775101,89874
8/16/2007,37.6973,37.891701,35.5793,35.8708,6968
8/17/2007,35.758999,36.434299,34.005299,35.467602,41263
8/20/2007,34.588299,36.3274,34.588299,35.234402,11703
8/21/2007,35.1712,35.559898,34.8312,34.938099,17147
8/22/2007,32.6646,34.991501,32.6646,34.495998,11610
8/23/2007,37.405899,37.405899,34.005299,34.4814,53099
8/24/2007,34.204498,34.4814,34.005299,34.121899,5836
8/27/2007,33.130901,37.6973,33.130901,35.219799,68980
8/28/2007,36.337101,36.3857,35.030399,35.3801,16581
8/29/2007,33.077499,36.142799,33.077499,35.909599,15717
8/30/2007,34.976898,36.434299,34.976898,35.9631,27203
8/31/2007,37.206699,37.396198,36.371101,36.570301,20214
9/3/2007,36.434299,36.434299,35.4627,35.666801,14060
9/4/2007,35.948502,36.434299,35.657001,35.831902,19473
9/5/2007,35.948502,36.0457,35.268398,35.317001,23313
9/6/2007,35.317001,35.657001,34.976898,34.991501,9829
9/7/2007,34.685501,35.948502,34.588299,34.641701,48653
9/10/2007,34.641701,35.647301,34.394001,34.9575,52276
9/11/2007,34.976898,35.317001,34.563999,35.069199,49486
9/12/2007,34.976898,35.341301,34.855499,34.976898,6021
9/13/2007,34.685501,35.1712,34.685501,34.991501,10962
9/14/2007,35.452999,35.627899,34.976898,35.244099,43074
9/17/2007,35.7542,35.7542,34.112202,34.670898,13442
9/18/2007,34.102501,35.0644,34.102501,35.0061,17271
9/19/2007,36.142799,36.142799,34.821499,34.996399,43630
9/20/2007,35.4627,35.4627,34.976898,34.996399,20307
9/21/2007,35.559898,35.559898,34.976898,34.976898,61951
9/24/2007,34.4814,35.4627,34.4814,35.0741,1366391
9/25/2007,36.434299,36.434299,33.811001,34.962299,30270
9/26/2007,35.448101,35.448101,34.8312,34.952599,56969
9/27/2007,35.899899,35.899899,34.394001,34.986599,68301
9/28/2007,34.976898,36.920101,34.685501,35.409302,276714
10/1/2007,33.5196,35.360699,33.5196,34.5009,20142
10/3/2007,34.7826,34.976898,33.237801,33.456402,59233
10/4/2007,35.4627,35.4627,33.325199,34.180199,93322
10/5/2007,34.4911,34.874901,33.6264,34.2822,50423
10/8/2007,34.394001,35.1712,33.665298,34.967201,169754
10/9/2007,34.005299,35.4627,34.005299,35.3218,152247
10/10/2007,34.005299,35.899899,33.038601,34.976898,146030
10/11/2007,34.005299,34.976898,34.005299,34.8069,61776
10/12/2007,34.4911,34.976898,33.908199,34.292,54869
10/15/2007,34.879799,34.879799,33.713902,33.898499,24105
10/16/2007,33.033798,34.005299,32.091301,33.840199,84965
10/17/2007,33.5196,34.005299,31.090599,33.845001,3170
10/18/2007,34.4911,34.4911,31.187799,32.552799,275582
10/19/2007,32.548,32.548,31.1975,31.863001,15480
10/22/2007,33.908199,34.005299,32.450802,32.674301,28479
10/23/2007,33.033798,33.422401,32.353699,32.683998,24795
10/24/2007,32.062199,33.709,32.062199,33.5098,34624
10/25/2007,33.033798,33.713902,33.033798,33.033798,76823
10/26/2007,33.033798,33.2281,32.6549,33.033798,22541
10/29/2007,33.033798,33.349499,32.450802,32.7957,48148
10/30/2007,31.921301,32.8395,31.6833,32.543098,71152
10/31/2007,32.693699,32.7374,32.062199,32.402199,57751
11/1/2007,32.6451,32.732601,31.212,32.290501,99673
11/2/2007,29.9247,32.548,29.9247,32.188499,106980
11/5/2007,32.062199,32.834599,30.726299,32.548,92375
11/6/2007,33.033798,33.033798,31.625,32.237099,32638
11/7/2007,32.2565,32.640301,32.062199,32.062199,41623
11/8/2007,31.965,31.965,31.090599,31.265499,6011
11/12/2007,31.406401,32.062199,30.896299,31.5861,12094
11/13/2007,31.8922,31.8922,29.4195,30.167601,87322
11/14/2007,30.604799,31.090599,30.118999,30.172501,34130
11/15/2007,30.799101,30.799101,29.983,30.0753,34315
11/16/2007,30.026699,30.604799,29.4438,30.114201,45935
11/19/2007,29.7304,32.441101,29.6332,31.7173,178987
11/20/2007,32.2565,34.005299,31.965,32.557701,167891
11/21/2007,34.005299,34.005299,32.062199,32.110802,85098
11/22/2007,32.062199,32.548,31.382099,32.324501,75063
11/23/2007,32.062199,32.062199,31.4695,31.6735,6659
11/26/2007,32.445999,32.445999,30.896299,31.2363,22932
11/27/2007,31.5861,31.5861,30.604799,30.9837,37238
11/28/2007,30.993401,32.0476,30.993401,31.241199,66119
11/29/2007,31.625,31.867901,30.2162,31.3578,16396
11/30/2007,31.576401,32.9366,31.090599,32.159302,98932
12/3/2007,31.576401,32.548,31.576401,32.343899,24887
12/4/2007,32.8395,33.422401,32.552799,32.931801,50114
12/5/2007,34.005299,34.976898,32.6451,33.043499,48817
12/6/2007,31.187799,34.102501,31.187799,33.388401,69948
12/7/2007,34.869999,34.869999,33.033798,33.505001,25495
12/10/2007,33.232899,33.903301,32.9366,33.130901,891619
12/11/2007,33.966499,35.025501,33.0872,34.355099,2230838
12/12/2007,34.199699,37.308701,34.199699,36.448898,856336
12/13/2007,37.381599,38.328899,36.361401,36.589699,325130
12/14/2007,36.434299,36.716099,34.9818,35.9874,147471
12/17/2007,34.7826,35.948502,34.598,34.976898,155057
12/18/2007,33.325199,38.8633,33.325199,36.434299,292523
12/19/2007,36.434299,36.920101,35.948502,36.0117,121585
12/20/2007,35.948502,36.434299,34.296799,35.9874,1683627
12/24/2007,37.639099,38.085999,35.467602,35.8853,274429
12/26/2007,36.215698,37.114399,35.948502,35.982498,163455
12/27/2007,36.623798,39.057598,36.142799,36.536301,195218
12/28/2007,36.434299,42.594101,35.948502,41.675999,2332095
12/31/2007,38.965302,43.915501,38.965302,42.671799,631733
1/1/2008,42.263802,43.721199,41.000702,41.476799,866433
1/2/2008,42.263802,45.858601,40.5149,44.440102,668076
1/3/2008,45.6497,45.664299,42.263802,43.2159,229482
1/4/2008,44.692699,49.3563,43.429699,48.627602,732064
1/7/2008,47.607498,49.3563,44.989101,47.248001,711119
1/8/2008,48.967701,52.402199,47.5103,49.5555,1296474
1/9/2008,48.3848,51.182899,47.2188,49.161999,528901
1/10/2008,48.579102,50.3279,46.781601,47.617199,233702
1/11/2008,53.330101,53.330101,46.344398,46.980801,103645
1/14/2008,46.635899,47.656101,44.789902,45.873199,142438
1/15/2008,46.635899,47.612301,42.365799,43.337399,158577
1/16/2008,42.846699,43.818298,41.875099,43.726002,124838
1/17/2008,43.721199,46.927399,42.943901,44.799599,248698
1/18/2008,41.884899,44.692699,37.891701,42.360901,287892
1/21/2008,43.526798,43.526798,32.3148,34.102501,291936
1/22/2008,35.851299,35.948502,27.306299,32.057301,238148
1/23/2008,32.062199,38.464901,32.062199,37.367001,79633
1/24/2008,40.310902,40.310902,33.339802,36.157398,175467
1/25/2008,35.559898,39.348999,35.4627,39.2033,56712
1/28/2008,38.858398,39.348999,35.559898,39.072102,70576
1/29/2008,40.136002,40.136002,38.183102,38.916698,24784
